Race,Driver,NumBrakingEvents,AvgBrakeDistance,AvgEntrySpeed,AvgExitSpeed,AvgSpeedReduction
canadian,HAD,495,94.94530227219384,242.17171717171718,110.17736445701155,131.99435271470554
canadian,HAM,481,99.90782986272453,247.6153846153846,105.85703730989921,141.75834730548527
canadian,HUL,500,87.75950527347575,242.766,109.05900048159059,133.70699951840942
canadian,LAW,383,88.64802108578114,239.70496083550913,107.72219770265497,131.98276313285425
canadian,LEC,498,90.82066850570469,238.04016064257027,109.0732792078907,128.96688143467952
canadian,NOR,472,84.13210666649113,242.87076271186442,114.77430603417653,128.09645667768785
canadian,OCO,554,83.32324580622944,228.48014440433212,108.30373538066198,120.17640902367009
canadian,PIA,483,94.74126366259402,247.44513457556937,111.20251532591891,136.2426192496504
canadian,RUS,518,77.66138362295528,233.9015444015444,113.85296376995609,120.04858063158828
canadian,SAI,518,92.61857862964543,235.35714285714286,108.49078497253599,126.86635788460684
canadian,STR,539,81.2802411954196,228.57884972170686,112.66957589828365,115.90927382342323
canadian,TSU,486,94.41523260042644,239.7469135802469,106.8475685952565,132.8993449849904
canadian,VER,519,82.358466189675,237.626204238921,114.12792826667501,123.49827597224598
chinese,ALB,545,82.20720160477362,218.14128440366972,118.07081222945175,100.070472174218
chinese,ALO,46,58.37396430864232,197.02173913043478,128.5731059306606,68.44863319977414
chinese,ANT,537,84.6395444986798,215.24208566108007,120.18345807670453,95.05862758437553
chinese,BEA,570,81.81854664053934,226.91052631578947,129.1137869135358,97.79673940225375
chinese,BOR,484,90.90108149029561,222.92768595041323,113.44103598578491,109.48664996462833
chinese,DOO,554,86.7663715559208,220.82490974729242,119.3650221719362,101.45988757535616
chinese,GAS,488,87.5377261750569,225.9405737704918,117.65210459276021,108.2884691777316
chinese,HAD,588,78.21405505525856,213.9234693877551,118.79960705424713,95.12386233350799
chinese,HAM,530,93.1813389509536,222.5566037735849,109.14571426036773,113.41088951321719
chinese,HUL,538,82.98576414037399,217.0539033457249,116.49260189650288,100.56130144922206
chinese,LAW,532,80.94144382558036,223.84962406015038,121.83780560499075,102.01181845515964
chinese,LEC,603,72.47225230099956,214.6849087893864,118.28542176131096,96.3994870280755
chinese,NOR,565,66.6987563878737,213.0654867256637,128.68509622971857,84.38039049594526
chinese,OCO,683,76.25630651033741,198.72767203513908,112.96048563162738,85.76718640351173
chinese,PIA,492,90.85996409004325,226.10162601626016,121.54203504303648,104.55959097322376
chinese,RUS,559,79.30777293440718,220.12343470483006,120.54652272017576,99.57691198465432
chinese,SAI,542,83.43200064581147,216.03136531365314,113.95514780718412,102.07621750646899
chinese,STR,536,81.80094267780633,217.3955223880597,118.06233468747416,99.33318770058553
chinese,TSU,567,78.36564858313784,210.93298059964727,119.4703915844879,91.46258901515941
chinese,VER,509,92.21808049433247,227.82514734774068,121.95431960996514,105.87082773777554
dutch,ALB,824,65.5404231304412,204.50606796116506,141.8477083829437,62.658359578221216
dutch,ALO,806,65.7824719758206,208.22952853598014,138.97439449396038,69.25513404201986
dutch,ANT,775,67.3755480167613,209.4683870967742,143.72869666021205,65.73969043656217
dutch,BEA,883,62.223064344524886,205.58437146092865,142.79626108172945,62.78811037919899
dutch,BOR,837,67.6746142538045,205.9952210274791,140.28349856593994,65.71172246153913
dutch,COL,784,67.57574067660914,206.23469387755102,139.51476802438978,66.7199258531612
dutch,GAS,727,74.38972471182913,217.18707015130673,143.24677234184406,73.94029780946278
dutch,HAD,787,63.84231053791754,208.55654383735705,145.5647241798747,62.991819657482175
dutch,HAM,239,81.55234236498,217.418410041841,143.24926315458484,74.16914688725613
dutch,HUL,772,67.3258497116544,209.75518134715026,141.5704630473285,68.18471829982192
dutch,LAW,772,69.35080087997895,208.57642487046633,140.2395815823539,68.33684328811252
dutch,LEC,597,66.84691997449023,209.79564489112227,143.81881017385126,65.97683471727062
dutch,NOR,733,56.024818201646134,205.11732605729878,147.68568472770818,57.431641329590605
dutch,OCO,1022,60.28995273190935,190.33365949119374,133.49931029360613,56.834349197587706
dutch,PIA,745,58.60751723801816,210.2711409395973,150.2966298878948,59.97451105170258
dutch,RUS,799,57.336762179620216,207.6107634543179,146.6264949522905,60.98426850202749
dutch,SAI,781,82.6321151872317,211.76696542893725,140.5605143141843,71.20645111475295
dutch,STR,792,57.84418093447032,210.6401515151515,148.7216651119681,61.91848640318334
dutch,TSU,797,64.19133319320589,207.16687578419072,142.44977637282156,64.7170994113692
dutch,VER,801,62.2666455101878,209.32334581772784,146.64213469866448,62.68121111906341
emilia_romagna,ALB,610,77.26349654968962,226.86065573770492,138.21152173837564,88.64913399932927
emilia_romagna,ALO,594,74.13426897622459,224.63299663299662,134.53274761322194,90.10024901977464
