Race,Driver,FullThrottleRatio,BrakeUsageRatio,AvgBrake,AvgGear,GearChangeRate,AvgSpeed,TopSpeed,DRSUsageRatio
bahrain,LAW,0.42132562195905626,0.23866244377122922,1.0,4.703685853300285,0.07022858716606996,189.69957534251964,339.0,0.21275130817956486
bahrain,LEC,0.468808376190586,0.21194160651276492,1.0,4.9910288046862386,0.06489702728258112,191.08084417377555,328.0,0.2939969096653675
bahrain,NOR,0.43293259801093753,0.21974294482774534,1.0,4.7232618778411055,0.07024021044373169,191.41835996043878,331.0,0.2828529893624386
bahrain,OCO,0.42932610593045156,0.2589232394689696,1.0,4.984886765584087,0.06624098488676558,190.09946452883858,328.0,0.1685653911525564
bahrain,PIA,0.4218515004974664,0.20178625141720077,1.0,4.849510631898008,0.07140378074457993,191.4524668318773,303.0,0.11804993174298341
bahrain,RUS,0.5483937967322071,0.36988830425551555,1.0,4.611718822117604,0.050909258746422964,181.09992236428016,321.0,0.3466491276654666
bahrain,SAI,0.4258694847181474,0.2300965619392144,1.0,4.958925570399066,0.06799213831999316,185.41184681288996,328.0,0.2173070897541801
bahrain,STR,0.42209962457650396,0.226536031498947,1.0,4.915369471660104,0.08286786924274334,189.30569079817437,335.0,0.20201904587491987
bahrain,TSU,0.41830875935878004,0.20986633595149512,1.0,4.703458729502549,0.06834780212208902,189.45555311560517,330.0,0.261839143815167
bahrain,VER,0.44351146794267177,0.22252639812280015,1.0,4.74788930042099,0.07108514113506177,189.8348133357896,335.0,0.25588350318617864
belgian,ALB,0.5001287995878413,0.1905976300875837,1.0,5.4527820710973725,0.058887171561051006,212.49147392396236,328.0,0.32511591962905717
belgian,ALO,0.5130456982384478,0.18659688537145774,1.0,5.424049017104927,0.05721215215726321,210.3039591630243,343.0,0.4318611182027062
belgian,ANT,0.508133091596231,0.18000051071218814,1.0,5.310078905033069,0.0560251270396568,211.22936753454545,356.0,0.4359439238017415
belgian,BEA,0.5250076789188083,0.18091532712194122,1.0,5.34585850312276,0.055390601003378725,211.43225706811862,346.0,0.4544640114671854
belgian,BOR,0.5203646635850026,0.18433487416538263,1.0,5.414637904468413,0.051284026707755524,212.58333594229865,336.0,0.3479969183359014
belgian,COL,0.4809952328753155,0.17301858413847604,1.0,5.216814948887246,0.05279526856501899,210.1465691724078,348.0,0.3324240956484054
belgian,GAS,0.5075257256949778,0.18832232631956178,1.0,5.335432345261864,0.051169815184559465,211.2470926139327,347.0,0.330056826908309
belgian,HAD,0.5221747572815534,0.15722977346278316,1.0,5.291961165048543,0.046161812297734625,209.34888675757438,334.0,0.3442588996763754
belgian,HAM,0.5172822335548344,0.19947973007778294,1.0,5.556096430227167,0.05179518879101633,212.66464396194738,345.0,0.37624272394787
belgian,HUL,0.5267333828158992,0.1662870159453303,1.0,5.435514831972562,0.050216272939008474,211.954870180596,344.0,0.3660771416139848
belgian,LAW,0.5064898347341096,0.16392937003624025,1.0,5.303133112293418,0.052715449662014545,212.33015548625596,326.0,0.3222556352327345
